sample,label,object,group,mapping_objs
171-0,0,"children, cookies, stool, sink, mother, dishes, girl, her finger, her mouth, mother, the cookie jar, door","group1, group1, group1, group2, group2, group2, group1, group1-girl-hand, group1-girl-hand, group2, group1, group1","['kids', 'cookie', 'stool', 'sink', 'mother', 'dish_2', 'girl', 'girl', 'girl', 'mother', 'jar', 'cupboard_1']"
171-1,0,"boy, cookies, the cookie jar, girl, boy, stool, mother, dishes, water","group1, group1, group1, group1, group1, group1, group2, group2, group2","['boy', 'cookie', 'jar', 'girl', 'boy', 'stool', 'mother', 'dish_2', 'water']"
172-0,0,"mother, dishes, water, sink, floor, dishes, she, water, children, the cookie jar,  boy, stool, he, cookie, his hand, he, girl, he, another one, the cookie jar, cupboard, girl, her hand, she, him, she, mother, she, window, water, floor","group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1-girl-hand, group1, group1, group1, group2, group2, group4, group2, group2","['mother', 'dish_2', 'water', 'sink', 'floor', 'dish_2', 'mother', 'water', 'kids', 'jar', 'boy', 'stool', 'boy', 'cookie', 'boy', 'boy', 'girl', 'boy', 'cookie', 'jar', 'cupboard_1', 'girl', 'girl', 'girl', 'boy', 'girl', 'mother', 'mother', 'window', 'water', 'floor']"
175-0,0,"woman, dishes, she, apron, water, boy, cookies, the cookie jar, sister, girl, her, lid, the cookie jar, the cupboard door, he, three legged stool, curtains, kitchen, tree, window, shrubs, walk, cups, sink counter, plate, water, floor, cupboards, the kitchen counter, window, the kitchen sink, mother, short sleeve dress, short hair, dishes, curtains, window, window, grass, cupboards","group2, group2, group2, group2, group2, group1, group1, group1, group1-kid-girl, group1, group1, group1, group1, group1, group1, group1, group4, group2, group4, group4, group4, group4, group3, group2, group3, group2, group2, group1, group3, group4, group2, group2, group2, group2, group2, group4, group4, group4, group4, group3","['mother', 'dish_2', 'mother', 'mother', 'water', 'boy', 'cookie', 'jar', 'girl', 'girl', 'girl', 'lid', 'jar', 'cupboard_1', 'boy', 'stool', 'curtain', 'plant', 'window', 'plant', 'path', 'dish_3', 'cupboard_2', 'dish_3', 'water', 'floor', 'cupboard_1', 'cupboard_3', 'window', 'sink', 'mother', 'mother', 'mother', 'dish_2', 'curtain', 'window', 'window', 'plant', 'cupboard_3']"
175-1,0,"sink, woman, dishes, child, stool, he, the cookie jar, his right hand, cookies, girl, her left hand, cookie, her right hand, she, mother, mother, water, floor, window, yard, dish, cups, sink, curtains, window, the cupboard door, woman, her mouth","group2, group2, group2, group1-kid-boy, group1, group1, group1, group1-boy-hand, group1, group1, group1-girl-hand, group1, group1-girl-hand, group1, group2, group2, group2, group2, group4, group4, group3, group3, group2, group4, group4, group1, group2, group2","['sink', 'mother', 'dish_2', 'boy', 'stool', 'boy', 'jar', 'boy', 'cookie', 'girl', 'girl', 'cookie', 'girl', 'girl', 'mother', 'mother', 'water', 'floor', 'window', 'yard', 'dish_3', 'dish_3', 'sink', 'curtain', 'window', 'cupboard_1', 'mother', 'mother']"
175-2,0,"boy, stool, he, he, the cookie jar, cookies, him, his sister, her hand, cookie, she, him, the door of the cabinet, mother, sink, dish, water, floor, cups, saucers, counter, window, curtains, tree, walk, mother, youngsters","group1, group1, group1, group1, group1, group1, group1, group1, group1-girl-hand, group1, group1, group1, group1, group2, group2, group2, group2, group2, group3, group3, group3, group4, group4, group4, group4, group2, group1-they","['boy', 'stool', 'boy', 'boy', 'jar', 'cookie', 'boy', 'girl', 'girl', 'cookie', 'girl', 'boy', 'cupboard_1', 'mother', 'sink', 'dish_2', 'water', 'floor', 'dish_3', 'dish_3', 'cupboard_3', 'window', 'curtain', 'plant', 'path', 'mother', 'kids']"
175-3,0,"woman, dishes, sink, boy, cookies, the cookie jar, stool, girl, him, window, she, she","group2, group2, group2, group1, group1, group1, group1, group1, group1, group4, group2, group2","['mother', 'dish_2', 'sink', 'boy', 'cookie', 'jar', 'stool', 'girl', 'boy', 'window', 'mother', 'mother']"
182-3,0,"Johnny, stool, boy, stool, cookies, cookie jar, his sister, mother, dishes, water, floor, window, water, kitchen, girl","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group4, group2, group2, group1","['boy', 'stool', 'boy', 'stool', 'cookie', 'jar', 'girl', 'mother', 'dish_2', 'water', 'floor', 'window', 'water', 'girl']"
192-0,0,"mother, dishes, boy, cookies, he, stool, girl, him, water, floor, she, dishes, she","group2, group2, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2","['mother', 'dish_2', 'boy', 'cookie', 'boy', 'stool', 'girl', 'boy', 'water', 'floor', 'mother', 'dish_2', 'mother']"
192-2,0,"boy, cookies, the cookie jar, he, stool, girl, her hand, she, cookie, he, her, the door to the cabinet, mother, dishes, the dish water, sink, floor, she, water, she, plate, cups, plate, counter top, window, curtains, window, lane, house, shrubs, window","group1, group1, group1, group1, group1, group1, group1-girl-hand, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group3, group3, group3, group4, group4, group4, group4, group4, group4, group4","['boy', 'cookie', 'jar', 'boy', 'stool', 'girl', 'girl', 'girl', 'cookie', 'boy', 'girl', 'cupboard_1', 'mother', 'dish_2', 'water', 'sink', 'floor', 'mother', 'water', 'mother', 'dish_2', 'dish_3', 'dish_3', 'cupboard_3', 'window', 'curtain', 'window', 'path', 'plant', 'window']"
196-0,0,"mother, dishes, floor, she, dish, kids, the cookie jar, they, boy, stool, he, cookie, his younger sister, window, garden, curtains, grass, trees, bushes","group2, group2, group2, group2, group2, group1-they, group1, group1-they, group1, group1, group1, group1, group1, group4, group4, group4, group4, group4, group4","['mother', 'dish_2', 'floor', 'mother', 'dish_2', 'kids', 'jar', 'kids', 'boy', 'stool', 'boy', 'cookie', 'girl', 'window', 'yard', 'curtain', 'plant', 'plant', 'plant']"
196-1,0,"boy, cookie, he, stool, his little sister, cookie, he, sink, water, floor, mother, dishes, window, curtains, water, sink, mother","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group4, group4, group2, group2, group2","['boy', 'cookie', 'boy', 'stool', 'girl', 'cookie', 'boy', 'sink', 'water', 'floor', 'mother', 'dish_2', 'window', 'curtain', 'water', 'sink', 'mother']"
208-0,0,"boy, cookies, cookie jar, he, stool, the little girl, mother, dishes, water, sink, floor, window, she, dishes, curtains, cups, saucer, sink","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group4, group2, group2, group4, group3, group3, group2","['boy', 'cookie', 'jar', 'boy', 'stool', 'girl', 'mother', 'dish_2', 'water', 'sink', 'floor', 'window', 'mother', 'dish_2', 'curtain', 'dish_3', 'dish_3', 'sink']"
208-1,0,"lady, dishes, water, sink, floor, boy, stool, cookie jar, stool, girl, her finger, her lips, one hand, cookie jar, lady, dish, towel","group2, group2, group2, group2, group2, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1-girl-hand, group1, group2, group2, group2","['mother', 'dish_2', 'water', 'sink', 'floor', 'boy', 'stool', 'jar', 'stool', 'girl', 'girl', 'girl', 'girl', 'jar', 'mother', 'dish_2', 'towel']"
243-1,0,"boy, cookie jar, he, cookies, sister, sister, floor,  cookies, boy, stool, cookie jar, cookie jar, mother, sink, she, dishes, sink, water, floor, floor, dishes, dish, cups, counter, sink, window, curtains, window, tree, grass, shrubbery, path, window, garage","group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group3, group3, group3, group2, group4, group4, group4, group4, group4, group4, group4, group4, group4","['boy', 'jar', 'boy', 'cookie', 'girl', 'girl', 'floor', 'cookie', 'boy', 'stool', 'jar', 'jar', 'mother', 'sink', 'mother', 'dish_2', 'sink', 'water', 'floor', 'floor', 'dish_2', 'dish_3', 'dish_3', 'cupboard_3', 'sink', 'window', 'curtain', 'window', 'plant', 'plant', 'plant', 'path', 'window', 'garage']"
001-0,1,"boy, cookie jar, he, mother, dishes, water, sink, dishes, window, curtains, water","group1, group1, group1, group2, group2, group2, group2, group2, group4, group4, group2","['boy', 'jar', 'boy', 'mother', 'dish_2', 'water', 'sink', 'dish_2', 'window', 'curtain', 'water']"
001-2,1,"boy, cookie jar, girl, he, cookie jar, stool, he, water, sink, sink, mother, girl, she, dishes, water","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group1, group2, group2, group2","['boy', 'jar', 'girl', 'boy', 'jar', 'stool', 'boy', 'water', 'sink', 'sink', 'mother', 'girl', 'mother', 'dish_2', 'water']"
003-0,1,"cookie jar, lid, cookie jar, boy, floor, girl, housewife, sink, girl, wife, apron, window, pathway, flowers, bushes, water, floor, cups","group1, group1, group1, group1, group1, group1, group2, group2, group1, group2, group2, group4, group4, group4, group4, group2, group2, group3","['jar', 'lid', 'jar', 'boy', 'floor', 'girl', 'mother', 'sink', 'girl', 'mother', 'mother', 'window', 'path', 'plant', 'plant', 'water', 'floor', 'dish_3']"
005-0,1,"boy, stool, he, cookie, mother, sink, water, girl, mother, sink, mother, dishes","group1, group1, group1, group1, group2, group2, group2, group1, group2, group2, group2, group2","['boy', 'stool', 'boy', 'cookie', 'mother', 'sink', 'water', 'girl', 'mother', 'sink', 'mother', 'dish_2']"
005-2,1,"he, stool, she, water, she, water","group1, group1, group2, group2, group2, group2","['boy', 'stool', 'mother', 'water', 'mother', 'water']"
007-1,1,"girl, boy, boy, cookie jar, he, stool, he, mother, water, sink, water, floor, curtains, windows, cups, plate, pantry, window, path, garage, curtains","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group4, group4, group3, group3, group3, group4, group4, group4, group4","['girl', 'boy', 'boy', 'jar', 'boy', 'stool', 'boy', 'mother', 'water', 'sink', 'water', 'floor', 'curtain', 'window', 'dish_3', 'dish_3', 'cupboard_3', 'window', 'path', 'garage', 'curtain']"
007-3,1,"girl, boy, cookies, mother, boy, stool, mother, water, sink, she, dishes, she, water, floor, she, water, she, water, she","group1, group1, group1, group2, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2","['girl', 'boy', 'cookie', 'mother', 'boy', 'stool', 'mother', 'water', 'sink', 'mother', 'dish_2', 'mother', 'water', 'floor', 'mother', 'water', 'mother', 'water', 'mother']"
010-0,1,"boy, stool, cookies, he, stool, sister, he, mama, sink, water, shoes, dishes, she, window, cookie jar, girl, finger, lips, window, curtains, window, window, mama, dishes, water, sink, floor, shoes, cups, plate , sink, boy, stool, sister, cookie, cookie jar, cupboard, stool","group1, group1, group1, group1, group1, group1-kid-girl, group1, group2, group2, group2, group2, group2, group2, group4, group1, group1, group1-girl-hand, group1-girl-hand, group4, group4, group4, group4, group2, group2, group2, group2, group2, group2, group3, group3, group2, group1, group1, group1-kid-girl, group1, group1, group1, group1","['boy', 'stool', 'cookie', 'boy', 'stool', 'girl', 'boy', 'mother', 'sink', 'water', 'mother', 'dish_2', 'mother', 'window', 'jar', 'girl', 'girl', 'girl', 'window', 'curtain', 'window', 'window', 'mother', 'dish_2', 'water', 'sink', 'floor', 'mother', 'dish_3', 'dish_3', 'sink', 'boy', 'stool', 'girl', 'cookie', 'jar', 'cupboard_1', 'stool']"
010-1,1,"boy, mother, dishes, sink, she, window, cookies, cupboard, boy, mother, girl, they, cookies, window, water, floor, mother, dish, girl, brother, corner","group1, group2, group2, group2, group2, group4, group1, group1, group1, group2, group1, group1-they, group1, group4, group2, group2, group2, group2, group1, group1, group3","['boy', 'mother', 'dish_2', 'sink', 'mother', 'window', 'cookie', 'cupboard_1', 'boy', 'mother', 'girl', 'kids', 'cookie', 'window', 'water', 'floor', 'mother', 'dish_2', 'girl', 'boy']"
010-2,1,"kids, he, cookie jar, girl, cookie, brother, cookies, jar, he, she, he, stool, mother, window, she, sink, water, floor, she, dish, she, cups, plate, table, she, water, sink, floor, feet, corner, plate, cups, water, sink, she, window, she, dish","group1-they, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group2, group4, group2, group2, group2, group2, group2, group2, group2, group3, group3, group3, group2, group2, group2, group2, group2, group3, group3, group3, group2, group2, group2, group4, group2, group2","['boy', 'girl', 'boy', 'jar', 'girl', 'cookie', 'boy', 'cookie', 'jar', 'boy', 'girl', 'boy', 'stool', 'mother', 'window', 'mother', 'sink', 'water', 'floor', 'mother', 'dish_2', 'mother', 'dish_3', 'dish_3', 'cupboard_3', 'mother', 'water', 'sink', 'floor', 'mother', 'dish_3', 'dish_3', 'water', 'sink', 'mother', 'window', 'mother', 'dish_2']"
010-3,1,"girl, brother, he, cookie jar, he, cookie jar, mother, sink, water, sink, she, water, sink, saucer, plate, dishes, mother, window, she, girl, brother, cookies, cookie jar, he, stool, he, stool, plate, cups, window, she, kids, water, sink","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group3, group3, group3, group2, group4, group2, group1, group1, group1, group1, group1, group1, group1, group1, group3, group3, group4, group2, group1-they, group2, group2","['girl', 'boy', 'boy', 'jar', 'boy', 'jar', 'mother', 'sink', 'water', 'sink', 'mother', 'water', 'sink', 'dish_3', 'dish_3', 'dish_3', 'mother', 'window', 'mother', 'girl', 'boy', 'cookie', 'jar', 'boy', 'stool', 'boy', 'stool', 'dish_3', 'dish_3', 'window', 'mother', 'kids', 'water', 'sink']"
010-4,1,"kids, he, cookie jar, mother, dishes","group1-they, group1, group1, group2, group2","['boy', 'girl', 'boy', 'jar', 'mother', 'dish_2']"
014-2,1,"cookie jar, boy, he, stool, she, dishes, she, dish, water, she, water, dishes, she, dishes, she, cookie jar, girl, stool","group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1","['jar', 'boy', 'boy', 'stool', 'mother', 'dish_2', 'mother', 'dish_2', 'water', 'mother', 'water', 'dish_2', 'mother', 'dish_2', 'mother', 'jar', 'girl', 'stool']"
016-0,1,"boy, cookie jar, stool, girl, mouth, woman, dishes, walkway, grass, shrubs, wall, tree, window","group1, group1, group1, group1, group1-girl-hand, group2, group2, group4, group4, group4, group4, group4, group4","['boy', 'jar', 'stool', 'girl', 'girl', 'mother', 'dish_2', 'path', 'plant', 'plant', 'plant', 'window']"
016-1,1,"water, dishes, cookie jar, girl, boy, woman","group2, group2, group1, group1, group1, group2","['water', 'dish_2', 'jar', 'girl', 'boy', 'mother']"
016-3,1,"boy, cookie jar, stool, girl, mother, dishes, water, sink","group1, group1, group1, group1, group2, group2, group2, group2","['boy', 'jar', 'stool', 'girl', 'mother', 'dish_2', 'water', 'sink']"
016-4,1,"girl, cookie, kid, cookie jar, lid, he,  stool, water, sink, woman, dishes, hedge, plate, cup, cabinet, window, building, path, lawn, woman, water, slippers","group1, group1, group1-kid-boy, group1, group1-girl-hand, group1, group1, group2, group2, group2, group2, group4, group3, group3, group1, group4, group4, group4, group4, group2, group2, group2","['girl', 'cookie', 'boy', 'jar', 'lid', 'boy', 'stool', 'water', 'sink', 'mother', 'dish_2', 'plant', 'dish_3', 'dish_3', 'cupboard_1', 'window', 'path', 'plant', 'mother', 'water', 'mother']"
018-0,1,"kids, cookies, cookie jar, mother, dishes, kids, mother, kids, dish, floor, sink, kids, head, he","group1-they, group1, group1, group2, group2, group1-they, group2, group1-they, group2, group2, group2, group1-they, group1-boy-hand, group1","['kids', 'cookie', 'jar', 'mother', 'dish_2', 'kids', 'mother', 'kids', 'dish_2', 'floor', 'sink', 'kids', 'boy', 'boy']"
023-0,1,"mother, faucet, floor, she, floor, she, dishes, boy, neck, cookie jar, girl, boy, neck","group2, group2, group2, group2, group2, group2, group2, group1, group1-boy-hand, group1, group1, group1, group1-boy-hand","['mother', 'sink', 'floor', 'mother', 'floor', 'mother', 'dish_2', 'boy', 'boy', 'jar', 'girl', 'boy', 'boy']"
023-2,1,"boy, cookies, girl, he, girl, cookie jar, girl, woman, water, cookies","group1, group1, group1, group1, group1, group1, group1, group2, group2, group1","['boy', 'cookie', 'girl', 'boy', 'girl', 'jar', 'girl', 'mother', 'water', 'cookie']"
024-1,1,"boy, stool, cookie, cookie jar, stool, sister, cookie, hand, mother, dishes, she, water, sink","group1, group1, group1, group1, group1, group1-kid-girl, group1, group1-boy-hand, group2, group2, group2, group2, group2","['boy', 'stool', 'cookie', 'jar', 'stool', 'girl', 'cookie', 'boy', 'mother', 'dish_2', 'mother', 'water', 'sink']"
024-2,1,"boy , stool , cookie jar, stool , he , cookie , sister, mother , dishes , sink , water , floor","group1, group1, group1, group1, group1, group1, group1-kid-girl, group2, group2, group2, group2, group2","['boy', 'stool', 'jar', 'stool', 'boy', 'cookie', 'girl', 'mother', 'dish_2', 'sink', 'water', 'floor']"
029-0,1,"girl , cookie jar, she , man , stool , cookie jar, lady , dishes, water , sink , plates , counter, she, dish, man , stool, cookie jar, sink ","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group3, group3, group2, group2, group1, group1, group1, group2","['girl', 'jar', 'girl', 'boy', 'stool', 'jar', 'mother', 'dish_2', 'water', 'sink', 'dish_3', 'cupboard_3', 'mother', 'dish_2', 'boy', 'stool', 'jar', 'sink']"
029-1,1,"boy , cookies , cookie jar, he , girl, cookies, mama, dishes, she , dish, she , dish, water , she, dishes , she , spigot, water , floor , mom , dishes, boy , cookies, he, stool , cookie jar, mama, dishes , mamas , water, sink , she , water, floor, girl , stool , boy , cookies, she ","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1, group1, group1","['boy', 'cookie', 'jar', 'boy', 'girl', 'cookie', 'mother', 'dish_2', 'mother', 'dish_2', 'mother', 'dish_2', 'water', 'mother', 'dish_2', 'mother', 'sink', 'water', 'floor', 'mother', 'dish_2', 'boy', 'cookie', 'boy', 'stool', 'jar', 'mother', 'dish_2', 'mother', 'water', 'sink', 'mother', 'water', 'floor', 'girl', 'stool', 'boy', 'cookie', 'girl']"
030-0,1,"child , cookie jar, boy , cookie jar, he, stool , female youngster, finger , lip, mother , sink , dish, water , sink, window , shrubbery , path , house, dishes , counter, cabinets , sink counter, cabinets , boy , mother , dish, she , dress, she , apron , towel , hand, she, feet , water , children , girl , boy , shoes","group1-kid-boy, group1, group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group2, group2, group2, group2, group2, group4, group4, group4, group4, group3, group3, group3, group2, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2, group1-they, group1, group1, group1-boy-hand","['boy', 'jar', 'boy', 'jar', 'boy', 'stool', 'girl', 'girl', 'girl', 'mother', 'sink', 'dish_2', 'water', 'sink', 'window', 'plant', 'path', 'dish_3', 'cupboard_3', 'cupboard_3', 'cupboard_2', 'cupboard_1', 'boy', 'mother', 'dish_2', 'mother', 'mother', 'mother', 'mother', 'towel', 'mother', 'mother', 'mother', 'water', 'kids', 'girl', 'boy', 'boy']"
030-1,1,"children , boy , girl , floor , boy , cupboard , cookie jar, lid , he , cookie , hand, he, stool, he , mother , back , she , dishes , sink , water , floor, she , window , pathway , tree , shrubbery , house , curtains , window, cups , saucer ","group1-they, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1-boy-hand, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group2, group4, group4, group4, group4, group4, group4, group4, group3, group3","['kids', 'boy', 'girl', 'floor', 'boy', 'cupboard_1', 'jar', 'lid', 'boy', 'cookie', 'boy', 'boy', 'stool', 'boy', 'mother', 'mother', 'mother', 'dish_2', 'sink', 'water', 'floor', 'mother', 'window', 'path', 'plant', 'plant', 'curtain', 'window', 'dish_3', 'dish_3']"
033-0,1,"mother , daughter , son , stool , hand , cookie jar , cookie , sister, mother , dishes , window , she , sink , floor , feet, she , dishes , cups , plate , she, yard , driveway, house , shrubbery ","group2, group1, group1, group1, group1-boy-hand, group1, group1, group1-kid-girl, group2, group2, group4, group2, group2, group2, group2, group2, group2, group3, group3, group2, group4, group4, group4, group4","['mother', 'girl', 'boy', 'stool', 'boy', 'jar', 'cookie', 'girl', 'mother', 'dish_2', 'window', 'mother', 'sink', 'floor', 'mother', 'mother', 'dish_2', 'dish_3', 'dish_3', 'mother', 'yard', 'path', 'plant']"
033-1,1,"boy, cookie jar, mother , cookie jar, guy, cookie jar, mother, dishes , table, curtains, shoes , water","group1, group1, group2, group1, group1, group1, group2, group2, group2, group4, group2, group2","['boy', 'jar', 'mother', 'jar', 'boy', 'jar', 'mother', 'dish_2', 'cupboard_2', 'curtain', 'mother', 'water']"
033-2,1,"stool, cookies , jar, cookie, lips , stool , water , sink, feet , curtains , cloth , dishes, woman , dishes","group1, group1, group1, group1, group1-girl-hand, group1, group2, group2, group2, group4, group2, group2, group2, group2","['stool', 'cookie', 'jar', 'cookie', 'girl', 'stool', 'water', 'sink', 'mother', 'curtain', 'towel', 'dish_2', 'mother', 'dish_2']"
033-3,1,"child , stool , cookie jar, he, lid , he, cookie, girlfriend , cookie , mother , kids, she, window , dishes, she , sink , water , floor , feet, curtains , window , yard , stool , cabinets , dishes ","group1-kid-boy, group1, group1, group1, group1, group1, group1, group1, group1, group2, group1-they, group2, group4, group2, group2, group2, group2, group2, group2, group4, group4, group4, group1, group1, group3","['boy', 'stool', 'jar', 'boy', 'lid', 'boy', 'cookie', 'girl', 'cookie', 'mother', 'kids', 'mother', 'window', 'dish_2', 'mother', 'sink', 'water', 'floor', 'mother', 'curtain', 'window', 'yard', 'stool', 'cupboard_1', 'dish_3']"
033-4,1,"girl , boy , cookies , cookie jar, shelf , cupboard, stool , mother , dishes , window, faucet , sink, water , floor, window , shrubbery , garage , counter , dishes , plate","group1, group1, group1, group1, group1, group1, group1, group2, group2, group4, group2, group2, group2, group2, group4, group4, group4, group3, group3, group2","['girl', 'boy', 'cookie', 'jar', 'cupboard_1', 'cupboard_1', 'stool', 'mother', 'dish_2', 'window', 'sink', 'sink', 'water', 'floor', 'window', 'plant', 'garage', 'cupboard_3', 'dish_3', 'dish_2']"
035-0,1,"boy, cookies, he, stepstool, sister , cookies, mother , dishes , water, sink , floor, she , water","group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2","['boy', 'cookie', 'boy', 'stool', 'girl', 'cookie', 'mother', 'dish_2', 'water', 'sink', 'floor', 'mother', 'water']"
035-1,1,"girl , cookie, boy , stool, mother , dishes, sink , floor, foot , girl , cookie , mother ","group1, group1, group1, group1, group2, group2, group2, group2, group1-boy-hand, group1, group1, group2","['girl', 'cookie', 'boy', 'stool', 'mother', 'dish_2', 'sink', 'floor', 'boy', 'girl', 'cookie', 'mother']"
039-0,1,"sink , water , cabinet , floor, lady , dish, man , stool, he, cookie jar, lid , jar , he, cookie , sister, floor","group2, group2, group3, group2, group2, group2, group1, group1, group1, group1, group1, group1, group1, group1, group1-kid-girl, group1","['sink', 'water', 'cupboard_3', 'floor', 'mother', 'dish_2', 'boy', 'stool', 'boy', 'jar', 'lid', 'jar', 'boy', 'cookie', 'girl', 'floor']"
043-0,1,"girl, boy , stool, mother , dishes , cookies , jar , cups , saucer , shrubs , sink , sink , he","group1, group1, group1, group2, group2, group1, group1, group3, group3, group4, group2, group2, group1","['girl', 'boy', 'stool', 'mother', 'dish_2', 'cookie', 'jar', 'dish_3', 'dish_3', 'plant', 'sink', 'sink', 'boy']"
046-0,1,"mother , dishes, kids , cookies, girl, cookies, he , cookies , mother, plate, she , plate , water , she , water ","group2, group2, group1-they, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2","['mother', 'dish_2', 'kids', 'cookie', 'girl', 'cookie', 'boy', 'cookie', 'mother', 'dish_2', 'mother', 'dish_2', 'water', 'mother', 'water']"
046-2,1,"lady , children, lady , dishes, children , cookies, lady , water ","group2, group1-they, group2, group2, group1-they, group1, group2, group2","['mother', 'kids', 'mother', 'dish_2', 'kids', 'cookie', 'mother', 'water']"
049-0,1,"boy, cookie jar, he , cookie , hand, stool, mother, dishes , water, floor, she, window , grass , lawn , bowls, cabinets, cabinet , water ","group1, group1, group1, group1, group1-boy-hand, group1, group2, group2, group2, group2, group2, group4, group4, group4, group3, group1, group1, group2","['boy', 'jar', 'boy', 'cookie', 'boy', 'stool', 'mother', 'dish_2', 'water', 'floor', 'mother', 'window', 'plant', 'plant', 'dish_3', 'cupboard_1', 'cupboard_1', 'water']"
049-1,1,"boy,  cookie jar, girl, mother, dishes, she, water, floor, she, girl , boy , cookie jar, he , mother, sink , dishes, floor, bowls ","group1, group1, group1, group2, group2, group2, group2, group2, group2, group1, group1, group1, group1, group2, group2, group2, group2, group3","['boy', 'jar', 'girl', 'mother', 'dish_2', 'mother', 'water', 'floor', 'mother', 'girl', 'boy', 'jar', 'boy', 'mother', 'sink', 'dish_2', 'floor', 'dish_3']"
050-0,1,"mother , dishes, stool, she, cookies, cup , saucer , plate , cookie jar","group2, group2, group1, group1, group1, group3, group3, group3, group1","['mother', 'dish_2', 'stool', 'girl', 'cookie', 'dish_3', 'dish_3', 'dish_3', 'jar']"
051-0,1,"girl, he, cookie, he, stool , water , sink, towel , dish, curtain , cups , dish","group1, group1, group1, group1, group1, group2, group2, group2, group2, group4, group3, group3","['girl', 'boy', 'cookie', 'boy', 'stool', 'water', 'sink', 'towel', 'dish_2', 'curtain', 'dish_3', 'dish_3']"
051-1,1,"boy , cookies , she, cookie , mother , dish, sink , water, girl , cookie ","group1, group1, group1, group1, group2, group2, group2, group2, group1, group1","['boy', 'cookie', 'girl', 'cookie', 'mother', 'dish_2', 'sink', 'water', 'girl', 'cookie']"
051-2,1,"girl , boy , cookies , cookie jar, he , stool, mother , water , sink, window, water , cookies, mother, house , counter, he, foot , stool, he , cookies","group1, group1, group1, group1, group1, group1, group2, group2, group2, group4, group2, group1, group2, group4, group3, group1, group1-boy-hand, group1, group1, group1","['girl', 'boy', 'cookie', 'jar', 'boy', 'stool', 'mother', 'water', 'sink', 'window', 'water', 'cookie', 'mother', 'cupboard_3', 'boy', 'boy', 'stool', 'boy', 'cookie']"
051-3,1,"boy , cookies , girl , water , mother , dish , she, window, she, water, cookies, cookie jar, she, mother , kids, cups , dish, water","group1, group1, group1, group2, group2, group2, group2, group4, group2, group2, group1, group1, group1, group2, group1-they, group3, group3, group2","['boy', 'cookie', 'girl', 'water', 'mother', 'dish_2', 'mother', 'window', 'mother', 'water', 'cookie', 'jar', 'girl', 'mother', 'kids', 'dish_3', 'dish_3', 'water']"
053-1,1,"lady , woman , son , they","group2, group1, group1, group1-they","['mother', 'girl', 'boy', 'kids']"
057-0,1,"boy , stool, he , cookie jar, sister , cookies , hand, sister , cookies , hand, mother , dishes , water, floor, window, curtains ","group1, group1, group1, group1, group1, group1, group1-boy-hand, group1, group1, group1-boy-hand, group2, group2, group2, group2, group4, group4","['boy', 'stool', 'boy', 'jar', 'girl', 'cookie', 'boy', 'girl', 'cookie', 'boy', 'mother', 'dish_2', 'water', 'floor', 'window', 'curtain']"
057-1,1,"girl, cookie, boy , cookie, stool ,  he, cookie , hand, mother, dishes, water , floor, curtains , window, she, dishes, leaves , trees","group1, group1, group1, group1, group1, group1, group1, group1-boy-hand, group2, group2, group2, group2, group4, group4, group2, group2, group4, group4","['girl', 'cookie', 'boy', 'cookie', 'stool', 'boy', 'cookie', 'boy', 'mother', 'dish_2', 'water', 'floor', 'curtain', 'window', 'mother', 'dish_2', 'plant', 'plant']"
057-2,1,"boy , cookie jar, sister , he, stool, he, mother , water, floor, boy , cookie jars, he, girl , finger , lips","group1, group1, group1, group1, group1, group1, group2, group2, group2, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand","['boy', 'jar', 'girl', 'boy', 'stool', 'boy', 'mother', 'water', 'floor', 'boy', 'jar', 'boy', 'girl', 'girl', 'girl']"
